group,n_cases,mean_clusters,mean_edges,mean_density,mean_edge_weight,mean_total_edge_weight,mean_cluster_imbalance,mean_structural_entropy
no_confident_failure,1,3.0,8.0,0.5333333333333333,0.5078481435775757,4.0627851486206055,4.0,-1.4263278245925903
confident_failure,2,2.0,8.0,0.5333333333333333,0.7501287460327148,6.001029968261719,2.0,-1.5798190832138062
